   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.006    0.003 base.py:8(<module>)
        1    0.000    0.000    0.000    0.000 base.py:8(BaseJournalLogStorage)
       54    0.000    0.000    0.000    0.000 base.py:81(__init__)
        1    0.000    0.000    0.000    0.000 base.py:819(TransformerMixin)
        1    0.000    0.000    0.000    0.000 base.py:82(DefineGenericBaseClass)
        1    0.000    0.000    0.000    0.000 base.py:83(ContainerMetadata)
        1    0.000    0.000    0.000    0.000 base.py:839(is_)
        1    0.000    0.000    0.000    0.000 base.py:840(RadioList)
        1    0.000    0.000    0.000    0.000 base.py:849(_MappedAttribute)
        1    0.000    0.000    0.000    0.000 base.py:85(DynamicClipboard)
        1    0.000    0.000    0.000    0.000 base.py:858(_DeclarativeMapped)
      673    0.001    0.000    0.003    0.000 base.py:86(__set__)
        1    0.000    0.000    0.000    0.000 base.py:865(OneToOneFeatureMixin)
        1    0.000    0.000    0.000    0.000 base.py:868(CheckboxList)
        1    0.000    0.000    0.000    0.000 base.py:87(Connection)
        4    0.000    0.000    0.000    0.000 base.py:870(_reset_identity)
        1    0.000    0.000    0.000    0.000 base.py:883(DynamicMapped)
        1    0.000    0.000    0.000    0.000 base.py:884(Checkbox)
        1    0.000    0.000    0.000    0.000 base.py:895(ClassNamePrefixFeaturesOutMixin)
        2    0.000    0.000    0.012    0.006 base.py:9(<module>)
        1    0.000    0.000    0.000    0.000 base.py:909(VerticalLine)
        1    0.000    0.000    0.000    0.000 base.py:91(_Dispatch)
        1    0.000    0.000    0.000    0.000 base.py:92(ProgressBar)
        1    0.000    0.000    0.000    0.000 base.py:923(HorizontalLine)
       50    0.000    0.000    0.000    0.000 base.py:925(__len__)
        1    0.000    0.000    0.000    0.000 base.py:929(WriteOnlyMapped)
        1    0.000    0.000    0.000    0.000 base.py:93(PipeInput)
        1    0.000    0.000    0.000    0.000 base.py:931(DensityMixin)
        1    0.000    0.000    0.000    0.000 base.py:937(ProgressBar)
        1    0.000    0.000    0.000    0.000 base.py:94(_AndList)
        1    0.000    0.000    0.000    0.000 base.py:942(CacheableOptions)
        1    0.000    0.000    0.000    0.000 base.py:95(Min)
        1    0.000    0.000    0.000    0.000 base.py:95(ResetStyle)
        1    0.000    0.000    0.000    0.000 base.py:954(OutlierMixin)
        1    0.000    0.000    0.000    0.000 base.py:954(get_python_api)
        1    0.000    0.000    0.000    0.000 base.py:958(ExecutableOption)
        1    0.000    0.000    0.001    0.001 base.py:976(Executable)
        1    0.000    0.000    0.000    0.000 base.py:981(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 base.py:986(MultiOutputMixin)
        3    0.000    0.000    0.000    0.000 base.py:986(dtype)
        1    0.000    0.000    0.000    0.000 base.py:993(_UnstableArchMixin)
        1    0.000    0.000    0.002    0.002 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 base_distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_distance.py:6(BaseDistance)
        1    0.000    0.000    0.062    0.062 base_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_metric_loss_function.py:12(BaseMetricLossFunction)
        1    0.000    0.000    0.003    0.003 base_metric_loss_function.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base_metric_loss_function.py:68(MultipleLosses)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1056(_make_date_converter)
        1    0.000    0.000    0.000    0.000 base_parser.py:1148(_process_date_conversion)
        3    0.000    0.000    0.000    0.000 base_parser.py:1248(_get_na_values)
        2    0.000    0.000    0.000    0.000 base_parser.py:1283(_is_potential_multi_index)
        4    0.000    0.000    0.000    0.000 base_parser.py:1308(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1312(_validate_parse_dates_arg)
        3    0.000    0.000    0.000    0.000 base_parser.py:1334(is_index_col)
        1    0.000    0.000    0.000    0.000 base_parser.py:165(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 base_parser.py:209(<setcomp>)
        1    0.000    0.000    0.000    0.000 base_parser.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 base_parser.py:229(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 base_parser.py:258(_extract_multi_indexer_columns)
        1    0.000    0.000    0.000    0.000 base_parser.py:327(_maybe_dedup_names)
        1    0.000    0.000    0.000    0.000 base_parser.py:358(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 base_parser.py:370(_make_index)
        2    0.000    0.000    0.000    0.000 base_parser.py:452(_clean_mapping)
        1    0.000    0.000    0.000    0.000 base_parser.py:519(_convert_to_ndarrays)
        3    0.000    0.000    0.000    0.000 base_parser.py:681(_infer_types)
        1    0.000    0.000    0.000    0.000 base_parser.py:79(ParserBase)
        1    0.000    0.000    0.000    0.000 base_parser.py:80(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 base_parser.py:814(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 base_parser.py:834(_check_data_length)
        1    0.000    0.000    0.000    0.000 base_parser.py:88(__init__)
        1    0.000    0.000    0.000    0.000 base_parser.py:924(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 base_parser.py:973(_clean_index_names)
        1    0.000    0.000    0.000    0.000 base_reducer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_reducer.py:7(BaseReducer)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_value.py:143(Value)
        1    0.000    0.000    0.000    0.000 base_value.py:25(HasNoContext)
        1    0.000    0.000    0.000    0.000 base_value.py:29(HelperValueMixin)
        1    0.000    0.000    0.000    0.000 base_value.py:318(_ValueWrapperBase)
        1    0.000    0.000    0.000    0.000 base_value.py:339(LazyValueWrapper)
        1    0.000    0.000    0.000    0.000 base_value.py:353(ValueWrapper)
        1    0.000    0.000    0.000    0.000 base_value.py:361(TreeValue)
        1    0.000    0.000    0.000    0.000 base_value.py:370(ContextualizedNode)
        1    0.000    0.000    0.000    0.000 base_value.py:412(ValueSet)
        1    0.000    0.000    0.000    0.000 base_value.py:413(__init__)
        7    0.000    0.000    0.000    0.000 base_value.py:554(iterator_to_value_set)
        1    0.000    0.000    0.001    0.001 basecontainer.py:1(<module>)
        2    0.000    0.000    0.000    0.000 basecontainer.py:144(__setstate__)
        1    0.000    0.000    0.000    0.000 basecontainer.py:56(BaseContainer)
        3    0.000    0.000    0.004    0.001 basic.py:1(<module>)
        1    0.000    0.000    0.084    0.084 basic.py:2(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:20(MagicsDisplay)
        3    0.000    0.000    0.000    0.000 basic.py:5(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:595(AsyncMagics)
        1    0.000    0.000    0.003    0.003 basic.py:70(BasicMagics)
        1    0.000    0.000    0.000    0.000 batch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batch.py:191(BatchsizeGuesser)
        1    0.000    0.000    0.000    0.000 batch.py:20(PaddedBatch)
        1    0.000    0.000    0.000    0.000 batch_size_scaling.py:14(<module>)
        1    0.000    0.000    0.000    0.000 batched_distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batched_distance.py:4(BatchedDistance)
        2    0.000    0.000    0.001    0.001 batchnorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batchnorm.py:121(_BatchNorm)
       31    0.000    0.000    0.005    0.000 batchnorm.py:122(__init__)
     2859    0.033    0.000    4.463    0.002 batchnorm.py:137(forward)
        1    0.000    0.000    0.000    0.000 batchnorm.py:17(_NormBase)
        1    0.000    0.000    0.000    0.000 batchnorm.py:186(_LazyNormBase)
        1    0.000    0.000    0.000    0.000 batchnorm.py:233(BatchNorm1d)
     2859    0.007    0.000    0.010    0.000 batchnorm.py:299(_check_input_dim)
       35    0.001    0.000    0.006    0.000 batchnorm.py:30(__init__)
        1    0.000    0.000    0.000    0.000 batchnorm.py:306(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:341(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:4(_BatchNorm)
        1    0.000    0.000    0.000    0.000 batchnorm.py:413(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:43(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:446(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:519(LazyBatchNorm3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:552(SyncBatchNorm)
       31    0.000    0.000    0.000    0.000 batchnorm.py:60(<dictcomp>)
       35    0.000    0.000    0.000    0.000 batchnorm.py:68(reset_running_stats)
        1    0.000    0.000    0.000    0.000 batchnorm.py:73(BatchNorm3d)
       35    0.000    0.000    0.002    0.000 batchnorm.py:76(reset_parameters)
       39    0.000    0.000    0.003    0.000 batchnorm.py:91(_load_from_state_dict)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 bdb.py:637(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:835(Tdb)
        1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:448(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 bdf.py:72(BDF)
        1    0.000    0.000    0.000    0.000 beamsearch.py:1(<module>)
        1    0.000    0.000    0.007    0.007 beat.py:3(<module>)
        1    0.000    0.000    0.002    0.002 bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bernoulli.py:12(Bernoulli)
        1    0.000    0.000    0.000    0.000 beta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:11(Beta)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
        1    0.000    0.000    0.002    0.002 betweenness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 betweenness_subset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:181(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 biasedurn.py:4(<module>)
        1    0.000    0.000    0.000    0.000 biconnected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binary.py:1(<module>)
       36    0.000    0.000    0.000    0.000 binary.py:153(_torch_binary)
       30    0.000    0.000    0.000    0.000 binary.py:162(_torch_inplace_binary)
        1    0.000    0.000    0.001    0.001 binary.py:171(<dictcomp>)
        1    0.000    0.000    0.001    0.001 binary.py:174(<dictcomp>)
        1    0.000    0.000    0.002    0.002 binary.py:3(<module>)
        1    0.000    0.000    0.000    0.000 binary.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 binary_cmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binomial.py:13(Binomial)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        3    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
        3    0.000    0.000    0.000    0.000 blas.py:326(_get_funcs)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
        3    0.000    0.000    0.000    0.000 blas.py:384(getter)
        3    0.000    0.000    0.000    0.000 blas.py:411(get_blas_funcs)
        1    0.000    0.000    0.014    0.014 bleu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 bleu.py:19(<module>)
        1    0.000    0.000    0.000    0.000 bleu.py:28(BLEUScore)
        1    0.000    0.000    0.000    0.000 bleu.py:28(BLEUStats)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blocks.py:123(maybe_split)
        1    0.000    0.000    0.000    0.000 blocks.py:1373(EABackedBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:141(Block)
        1    0.000    0.000    0.000    0.000 blocks.py:1623(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1900(NumpyBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1912(get_values)
        1    0.000    0.000    0.000    0.000 blocks.py:1926(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1931(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1998(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2009(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2024(ObjectBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2076(CategoricalBlock)
        7    0.000    0.000    0.000    0.000 blocks.py:2091(maybe_coerce_values)
        8    0.000    0.000    0.000    0.000 blocks.py:2120(get_block_type)
        7    0.000    0.000    0.000    0.000 blocks.py:2172(new_block)
        7    0.000    0.000    0.000    0.000 blocks.py:2186(check_ndim)
        1    0.000    0.000    0.000    0.000 blocks.py:2250(extend_blocks)
        1    0.000    0.000    0.000    0.000 blocks.py:544(copy)
       80    0.000    0.000    0.000    0.000 blocks.py:827(iget)
        1    0.000    0.000    0.000    0.000 bn_relu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bn_relu.py:44(BNReLU3d)
        1    0.000    0.000    0.000    0.000 bn_relu.py:8(BNReLU2d)
        1    0.000    0.000    0.003    0.003 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:233(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 bootstrapping.py:14(<module>)
        1    0.000    0.000    0.000    0.000 bootstrapping.py:48(BootStrapper)
        5    0.000    0.000    0.000    0.000 borders.py:105(__iter__)
        1    0.000    0.000    0.001    0.001 borders.py:3(<module>)
        1    0.000    0.000    0.000    0.000 borders.py:33(Side)
      305    0.000    0.000    0.002    0.000 borders.py:49(__init__)
        1    0.000    0.000    0.000    0.000 borders.py:56(Border)
      110    0.000    0.000    0.003    0.000 borders.py:87(__init__)
        2    0.000    0.000    0.000    0.000 bound_dictionary.py:17(__init__)
        1    0.000    0.000    0.000    0.000 bound_dictionary.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bound_dictionary.py:6(BoundDictionary)
        1    0.000    0.000    0.000    0.000 boundary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 box.py:1(<module>)
        1    0.000    0.000    0.000    0.000 box.py:16(Box)
       19    0.000    0.000    0.000    0.000 box.py:33(__init__)
        1    0.000    0.000    0.001    0.001 boxes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boxing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boykovkolmogorov.py:1(<module>)
        1    0.000    0.000    0.001    0.001 branchings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 branchings.py:188(MultiDiGraph_EdgeKey)
        1    0.000    0.000    0.000    0.000 branchings.py:283(Edmonds)
        1    0.000    0.000    0.001    0.001 branchings.py:831(ArborescenceIterator)
        1    0.000    0.000    0.000    0.000 branchings.py:852(Partition)
        1    0.000    0.000    0.000    0.000 breadth_first_search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bridges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsplines.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bubble_chart.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bubble_chart.py:25(BubbleChart)
        2    0.000    0.000    0.034    0.017 buffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:14(PandasBuffer)
        1    0.000    0.000    0.000    0.000 buffer.py:152(YankNthArgState)
        1    0.000    0.000    0.000    0.000 buffer.py:177(Buffer)
        1    0.000    0.000    0.000    0.000 buffer.py:1944(_Retry)
        1    0.000    0.000    0.000    0.000 buffer.py:67(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 buffer.py:71(ValidationState)
        1    0.000    0.000    0.000    0.000 buffer.py:78(CompletionState)
        1    0.000    0.000    0.002    0.002 builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:100(wrap)
        2    0.000    0.000    0.000    0.000 builder.py:1001(atomic_rmw)
        1    0.000    0.000    0.000    0.000 builder.py:1007(cmpxchg)
        2    0.000    0.000    0.000    0.000 builder.py:1038(fence)
        2    0.000    0.000    0.000    0.000 builder.py:114(_uniop_intrinsic_with_flag)
        2    0.000    0.000    0.000    0.000 builder.py:115(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:134(_triop_intrinsic)
        1    0.000    0.000    0.000    0.000 builder.py:135(wrap)
       13    0.000    0.000    0.000    0.000 builder.py:158(_castop)
       13    0.000    0.000    0.000    0.000 builder.py:159(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:16(_unop)
        4    0.000    0.000    0.000    0.000 builder.py:160(wrapped)
        1    0.000    0.000    0.000    0.000 builder.py:17(wrap)
        6    0.000    0.000    0.000    0.000 builder.py:173(_label_suffix)
        1    0.000    0.000    0.000    0.000 builder.py:189(IRBuilder)
        7    0.000    0.000    0.000    0.000 builder.py:190(__init__)
       86    0.000    0.000    0.000    0.000 builder.py:195(block)
        9    0.000    0.000    0.000    0.000 builder.py:204(function)
        1    0.000    0.000    0.000    0.000 builder.py:211(module)
        8    0.000    0.000    0.000    0.000 builder.py:241(position_at_end)
        6    0.000    0.000    0.000    0.000 builder.py:248(append_basic_block)
        2    0.000    0.000    0.000    0.000 builder.py:264(goto_block)
        2    0.000    0.000    0.000    0.000 builder.py:281(goto_entry_block)
       18    0.000    0.000    0.000    0.000 builder.py:29(_binop)
        6    0.000    0.000    0.000    0.000 builder.py:290(_branch_helper)
        6    0.000    0.000    0.000    0.000 builder.py:297(if_then)
       18    0.000    0.000    0.000    0.000 builder.py:30(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:31(<module>)
        2    0.000    0.000    0.000    0.000 builder.py:31(wrapped)
       42    0.000    0.000    0.000    0.000 builder.py:351(_insert)
       13    0.000    0.000    0.000    0.000 builder.py:357(_set_terminator)
        6    0.000    0.000    0.000    0.000 builder.py:45(_binop_with_overflow)
        6    0.000    0.000    0.000    0.000 builder.py:46(wrap)
        3    0.000    0.000    0.000    0.000 builder.py:48(BuildMessageAndEnumDescriptors)
    14/13    0.000    0.000    0.000    0.000 builder.py:56(BuildNestedDescriptors)
        4    0.000    0.000    0.000    0.000 builder.py:568(_icmp)
        4    0.000    0.000    0.000    0.000 builder.py:588(icmp_unsigned)
        3    0.000    0.000    0.000    0.000 builder.py:70(BuildTopDescriptorsAndMessages)
        1    0.000    0.000    0.000    0.000 builder.py:738(alloca)
        3    0.000    0.000    0.000    0.000 builder.py:756(load)
        4    0.000    0.000    0.000    0.000 builder.py:769(store)
    14/13    0.000    0.000    0.000    0.000 builder.py:79(BuildMessage)
        1    0.000    0.000    0.000    0.000 builder.py:826(branch)
        3    0.000    0.000    0.000    0.000 builder.py:83(_uniop_intrinsic_int)
        3    0.000    0.000    0.000    0.000 builder.py:834(cbranch)
        3    0.000    0.000    0.000    0.000 builder.py:84(wrap)
        4    0.000    0.000    0.000    0.000 builder.py:851(ret_void)
        5    0.000    0.000    0.000    0.000 builder.py:858(ret)
        3    0.000    0.000    0.000    0.000 builder.py:875(call)
        1    0.000    0.000    0.000    0.000 builder.py:922(gep)
        2    0.000    0.000    0.000    0.000 builder.py:967(extract_value)
        1    0.000    0.000    0.000    0.000 builder.py:99(_uniop_intrinsic_float)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:13(__BuiltinUndefined)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:16(__HideBuiltin)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:20(BuiltinTrap)
        2    0.000    0.000    0.052    0.026 builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:1014(Enumerate)
        1    0.000    0.000    0.000    0.000 builtins.py:102(IterNext)
        1    0.000    0.000    0.000    0.000 builtins.py:1032(Zip)
        1    0.000    0.000    0.000    0.000 builtins.py:1042(Iter)
        1    0.000    0.000    0.000    0.000 builtins.py:1053(Next)
        1    0.000    0.000    0.000    0.000 builtins.py:1066(TypeBuiltin)
        1    0.000    0.000    0.000    0.000 builtins.py:1082(OptionalAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1091(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1100(MinValInfer)
        1    0.000    0.000    0.000    0.000 builtins.py:1113(IndexValue)
        1    0.000    0.000    0.000    0.000 builtins.py:1125(IndexValueType)
        1    0.000    0.000    0.000    0.000 builtins.py:113(PairFirst)
        1    0.000    0.000    0.000    0.000 builtins.py:1146(IndexValueModel)
        2    0.000    0.000    0.000    0.000 builtins.py:126(gen_non_eq)
        1    0.000    0.000    0.000    0.000 builtins.py:127(PairSecond)
       20    0.000    0.000    0.000    0.000 builtins.py:141(choose_result_bitwidth)
       44    0.000    0.000    0.000    0.000 builtins.py:142(<genexpr>)
       20    0.000    0.000    0.000    0.000 builtins.py:144(choose_result_int)
       42    0.000    0.000    0.000    0.000 builtins.py:150(<genexpr>)
        5    0.000    0.000    0.000    0.000 builtins.py:163(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtins.py:169(BinOp)
        1    0.000    0.000    0.000    0.000 builtins.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:175(BinOpAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:180(BinOpAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:185(BinOpSub)
        1    0.000    0.000    0.000    0.000 builtins.py:190(BinOpSub)
        1    0.000    0.000    0.000    0.000 builtins.py:195(BinOpMul)
        1    0.000    0.000    0.000    0.000 builtins.py:200(BinOpMul)
        1    0.000    0.000    0.000    0.000 builtins.py:205(BinOpMod)
        1    0.000    0.000    0.000    0.000 builtins.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:211(BinOpMod)
        1    0.000    0.000    0.000    0.000 builtins.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:217(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:22(Print)
        1    0.000    0.000    0.000    0.000 builtins.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:222(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:225(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:227(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:230(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:233(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:239(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:245(DivMod)
        1    0.000    0.000    0.000    0.000 builtins.py:248(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:251(BinOpPower)
        1    0.000    0.000    0.000    0.000 builtins.py:255(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:261(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:265(BinOpPower)
        1    0.000    0.000    0.000    0.000 builtins.py:269(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:271(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:273(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:279(PowerBuiltin)
        1    0.000    0.000    0.000    0.000 builtins.py:285(BitwiseShiftOperation)
        1    0.000    0.000    0.000    0.000 builtins.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:298(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:304(BitwiseLeftShift)
        1    0.000    0.000    0.000    0.000 builtins.py:308(BitwiseLeftShift)
        1    0.000    0.000    0.000    0.000 builtins.py:313(BitwiseRightShift)
        1    0.000    0.000    0.000    0.000 builtins.py:318(BitwiseRightShift)
        1    0.000    0.000    0.000    0.000 builtins.py:32(PrintItem)
        1    0.000    0.000    0.000    0.000 builtins.py:323(BitwiseLogicOperation)
        1    0.000    0.000    0.000    0.000 builtins.py:329(BitwiseAnd)
        1    0.000    0.000    0.000    0.000 builtins.py:334(BitwiseAnd)
        1    0.000    0.000    0.000    0.000 builtins.py:339(BitwiseOr)
        1    0.000    0.000    0.000    0.000 builtins.py:344(BitwiseOr)
        1    0.000    0.000    0.000    0.000 builtins.py:349(BitwiseXor)
        1    0.000    0.000    0.000    0.000 builtins.py:354(BitwiseXor)
        1    0.000    0.000    0.000    0.000 builtins.py:363(BitwiseInvert)
        1    0.000    0.000    0.000    0.000 builtins.py:369(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:370(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:375(UnaryOp)
        1    0.000    0.000    0.000    0.000 builtins.py:376(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:377(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:378(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:379(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:383(UnaryNegate)
        1    0.000    0.000    0.000    0.000 builtins.py:388(UnaryPositive)
        1    0.000    0.000    0.000    0.000 builtins.py:393(UnaryNot)
        1    0.000    0.000    0.000    0.000 builtins.py:396(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:397(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:398(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:399(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:402(OrderedCmpOp)
        1    0.000    0.000    0.000    0.000 builtins.py:404(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:405(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:406(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:409(UnorderedCmpOp)
        1    0.000    0.000    0.000    0.000 builtins.py:41(Abs)
        1    0.000    0.000    0.000    0.000 builtins.py:410(<listcomp>)
