   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:5(<module>)
        1    0.000    0.000    0.129    0.129 decompose.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decomposition.py:1(<module>)
        1    0.001    0.001    0.020    0.020 decompositions.py:1(<module>)
        8    0.000    0.000    0.001    0.000 decompositions.py:2436(register_inplace)
        1    0.000    0.000    0.000    0.000 decompositions.py:27(Reduction)
       51    0.000    0.000    0.001    0.000 decompositions.py:36(type_casts)
        1    0.000    0.000    0.000    0.000 decorator.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
       11    0.000    0.000    0.003    0.000 decorator.py:177(create)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        9    0.000    0.000    0.003    0.000 decorator.py:200(decorate)
       17    0.000    0.000    0.001    0.000 decorator.py:208(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        6    0.000    0.000    0.001    0.000 decorator.py:277(decorator)
        6    0.000    0.000    0.000    0.000 decorator.py:286(<listcomp>)
       17    0.000    0.000    0.001    0.000 decorator.py:288(dec)
       17    0.000    0.000    0.000    0.000 decorator.py:290(<genexpr>)
        2    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:310(ContextManager)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:51(FunctionMaker)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:9(Decoratee)
        6    0.000    0.000    0.078    0.013 decorators.py:1(<module>)
       27    0.000    0.000    0.000    0.000 decorators.py:105(open_file)
        1    0.000    0.000    0.000    0.000 decorators.py:107(skipif)
        1    0.000    0.000    0.000    0.000 decorators.py:11(_BaseVectorize)
        2    0.000    0.000    0.000    0.000 decorators.py:13(get_identity)
        2    0.000    0.000    0.000    0.000 decorators.py:133(guvectorize)
        2    0.000    0.000    0.000    0.000 decorators.py:17(get_cache)
       20    0.000    0.000    0.000    0.000 decorators.py:184(_jit)
       20    0.000    0.000    0.044    0.002 decorators.py:189(wrapper)
        2    0.000    0.000    0.007    0.003 decorators.py:191(wrap)
        9    0.000    0.000    0.000    0.000 decorators.py:197(nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorators.py:2(<module>)
        2    0.000    0.000    0.000    0.000 decorators.py:21(get_target_implementation)
       20    0.000    0.000    0.000    0.000 decorators.py:26(jit)
      275    0.001    0.000    0.001    0.000 decorators.py:27(not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorators.py:30(Vectorize)
        8    0.000    0.000    0.000    0.000 decorators.py:317(np_random_state)
       88    0.000    0.000    0.000    0.000 decorators.py:382(py_random_state)
        2    0.000    0.000    0.000    0.000 decorators.py:39(deprecated)
        1    0.000    0.000    0.000    0.000 decorators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:41(GUVectorize)
        1    0.000    0.000    0.000    0.000 decorators.py:435(argmap)
        2    0.000    0.000    0.007    0.003 decorators.py:45(__new__)
       22    0.000    0.000    0.000    0.000 decorators.py:56(undoc)
      168    0.000    0.000    0.012    0.000 decorators.py:61(deprecate_positional_args)
        1    0.000    0.000    0.000    0.000 decorators.py:65(sphinx_options)
        1    0.000    0.000    0.000    0.000 decorators.py:72(wrapper)
      168    0.001    0.000    0.011    0.000 decorators.py:73(_inner_deprecate_positional_args)
      408    0.000    0.000    0.000    0.000 decorators.py:771(__init__)
      410    0.002    0.000    0.003    0.000 decorators.py:823(__call__)
 1188/216    0.004    0.000    0.222    0.001 decorators.py:84(inner_f)
        1    0.000    0.000    0.000    0.000 deduplicate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deduplicate.py:12(DeduplicateCompleter)
        1    0.000    0.000    0.003    0.003 deeplabv3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:141(DeepLabV3_ResNet50_Weights)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:160(DeepLabV3_ResNet101_Weights)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:179(DeepLabV3_MobileNet_V3_Large_Weights)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:29(DeepLabV3)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:48(DeepLabHead)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:59(ASPPConv)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:69(ASPPPooling)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:85(ASPP)
        1    0.000    0.000    0.000    0.000 deepspeech.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deepspeech.py:28(DeepSpeech)
        1    0.000    0.000    0.000    0.000 deepspeech.py:6(FullyConnected)
        3    0.000    0.000    0.001    0.000 deepspeed.py:14(<module>)
        1    0.000    0.000    0.000    0.000 deepspeed.py:18(DeepSpeedPlugin)
        1    0.000    0.000    0.000    0.000 deepspeed.py:34(DeepSpeedPrecisionPlugin)
        1    0.000    0.000    0.000    0.000 deepspeed.py:69(LightningDeepSpeedModule)
        1    0.000    0.000    0.000    0.000 deepspeed.py:871(register_strategies)
        1    0.000    0.000    0.000    0.000 deepspeed.py:91(DeepSpeedStrategy)
        1    0.000    0.000    0.001    0.001 default.py:111(DefaultDialect)
        1    0.000    0.000    0.001    0.001 default.py:9(<module>)
        1    0.000    0.000    0.000    0.000 default.py:964(StrCompileDialect)
        1    0.000    0.000    0.000    0.000 default.py:989(DefaultExecutionContext)
        1    0.000    0.000    0.000    0.000 default_comparator.py:8(<module>)
        1    0.000    0.000    0.006    0.006 default_styles.py:1(<module>)
        4    0.000    0.000    0.090    0.022 defaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defaults.py:131(<listcomp>)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.000    0.000 defined_name.py:129(DefinedNameDict)
        1    0.000    0.000    0.000    0.000 defined_name.py:151(DefinedNameList)
        1    0.000    0.000    0.000    0.000 defined_name.py:158(__init__)
        1    0.000    0.000    0.000    0.000 defined_name.py:162(by_sheet)
        1    0.000    0.000    0.000    0.000 defined_name.py:27(DefinedName)
        1    0.000    0.000    0.001    0.001 defined_name.py:3(<module>)
        1    0.000    0.000    0.005    0.005 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 deform_conv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deform_conv.py:110(DeformConv2d)
        1    0.000    0.000    0.000    0.000 degree_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 degree_seq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 degree_seq.py:750(DegreeSequenceRandomGraph)
        1    0.000    0.000    0.000    0.000 dense.py:1(<module>)
        1    0.000    0.000    0.003    0.003 densenet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 densenet.py:128(_Transition)
        1    0.000    0.000    0.000    0.000 densenet.py:137(DenseNet)
        1    0.000    0.000    0.000    0.000 densenet.py:268(DenseNet121_Weights)
        1    0.000    0.000    0.000    0.000 densenet.py:286(DenseNet161_Weights)
        1    0.000    0.000    0.000    0.000 densenet.py:304(DenseNet169_Weights)
        1    0.000    0.000    0.001    0.001 densenet.py:32(_DenseLayer)
        1    0.000    0.000    0.000    0.000 densenet.py:322(DenseNet201_Weights)
        1    0.000    0.000    0.000    0.000 densenet.py:97(_DenseBlock)
        1    0.000    0.000    0.000    0.000 dependency.py:10(<module>)
        1    0.000    0.000    0.000    0.000 dependency.py:29(DependencyProcessor)
        1    0.000    0.000    0.000    0.000 dependency.py:327(OneToManyDP)
        1    0.000    0.000    0.000    0.000 dependency.py:632(ManyToOneDP)
        1    0.000    0.000    0.000    0.000 dependency.py:861(DetectKeySwitch)
        1    0.000    0.000    0.000    0.000 dependency.py:978(ManyToManyDP)
        1    0.000    0.000    0.000    0.000 depgraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 depgraph.py:61(CircularDependencyError)
        1    0.000    0.000    0.000    0.000 depgraph.py:74(DependencyGraph)
        5    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
      101    0.001    0.000    0.003    0.000 deprecation.py:128(deprecate)
        8    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
       30    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
       20    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
       30    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
       63    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
        1    0.000    0.000    0.000    0.000 deprecation.py:192(emit_warning)
        1    0.000    0.000    0.000    0.000 deprecation.py:198(wrapper)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
      101    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 deprecation.py:223(deprecate_privatize_attribute)
       10    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
        1    0.000    0.000    0.000    0.000 deprecation.py:24(_generate_deprecation_warning)
       10    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
       16    0.000    0.000    0.000    0.000 deprecation.py:257(rename_parameter)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 deprecation.py:3(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:308(_deprecated_parameter_class)
       19    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
        9    0.000    0.000    0.000    0.000 deprecation.py:34(__init__)
       14    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        6    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        9    0.000    0.000    0.000    0.000 deprecation.py:37(__call__)
      100    0.001    0.000    0.008    0.000 deprecation.py:416(make_keyword_only)
       50    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
       50    0.000    0.000    0.001    0.000 deprecation.py:457(<listcomp>)
        1    0.000    0.000    0.000    0.000 deprecation.py:5(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 deprecation.py:50(warn_deprecated)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
      407    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        1    0.000    0.000    0.000    0.000 deprecation.py:77(_decorate_fun)
        1    0.000    0.000    0.000    0.000 deprecation.py:8(deprecated)
        1    0.000    0.000    0.000    0.000 deprecation.py:9(Deprecated)
      407    0.001    0.000    0.004    0.000 deprecation.py:9(wrap)
        8    0.000    0.000    0.000    0.000 deprecation.py:95(_decorate_property)
      101    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
       41    0.000    0.000    0.010    0.000 deprecations.py:138(decorate)
        5    0.000    0.000    0.000    0.000 deprecations.py:161(became_legacy_20)
        4    0.000    0.000    0.000    0.000 deprecations.py:199(deprecated_params)
        4    0.000    0.000    0.003    0.001 deprecations.py:224(decorate)
       24    0.000    0.000    0.020    0.001 deprecations.py:245(warned)
        2    0.000    0.000    0.000    0.000 deprecations.py:283(<dictcomp>)
       48    0.000    0.000    0.001    0.000 deprecations.py:296(_sanitize_restructured_text)
       82    0.000    0.000    0.000    0.000 deprecations.py:297(repl)
        1    0.000    0.000    0.000    0.000 deprecations.py:307(_decorate_cls_with_warning)
       41    0.000    0.000    0.010    0.000 deprecations.py:356(_decorate_with_warning)
        1    0.000    0.000    0.000    0.000 deprecations.py:81(deprecated_cls)
        1    0.000    0.000    0.000    0.000 deprecations.py:86(decorate)
        1    0.000    0.000    0.000    0.000 deprecations.py:9(<module>)
       41    0.000    0.000    0.000    0.000 deprecations.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:1(<module>)
        1    0.000    0.000    0.049    0.049 describe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:105(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 describe.py:131(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:144(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 descriptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 descriptions.py:136(add_article)
        2    0.000    0.000    0.000    0.000 descriptions.py:6(describe)
        1    0.000    0.000    0.000    0.000 descriptor.py:113(DescriptorBase)
        1    0.000    0.000    0.000    0.000 descriptor.py:184(_NestedDescriptorBase)
        1    0.000    0.000    0.000    0.000 descriptor.py:241(Descriptor)
        1    0.000    0.000    0.005    0.005 descriptor.py:31(<module>)
        1    0.000    0.000    0.000    0.000 descriptor.py:420(FieldDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:51(Error)
        1    0.000    0.000    0.000    0.000 descriptor.py:55(TypeTransformationError)
        1    0.000    0.000    0.000    0.000 descriptor.py:64(DescriptorMetaclass)
        1    0.000    0.000    0.000    0.000 descriptor.py:661(EnumDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:729(EnumValueDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:76(_Lock)
        1    0.000    0.000    0.000    0.000 descriptor.py:773(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:813(ServiceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:888(MethodDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:976(FileDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:31(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:38(Error)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:42(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:46(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:118(DescriptorPool)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:123(__new__)
       43    0.000    0.000    0.000    0.000 descriptor_pool.py:1294(Default)
        1    0.000    0.000    0.001    0.001 descriptor_pool.py:31(<module>)
        5    0.000    0.000    0.000    0.000 descriptor_pool.py:71(_Deprecated)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:1045(Synonym)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:179(CompositeProperty)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:690(CompositeBundle)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:712(Comparator)
        1    0.000    0.000    0.001    0.001 descriptor_props.py:8(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:834(Composite)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:853(ConcreteInheritedProperty)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:90(DescriptorProperty)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:910(SynonymProperty)
        1    0.000    0.000    0.000    0.000 descriptors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 descriptors.py:10(__init__)
        1    0.000    0.000    0.000    0.000 descriptors.py:18(NestedGapAmount)
        1    0.000    0.000    0.000    0.000 descriptors.py:25(NestedOverlap)
        1    0.000    0.000    0.000    0.000 descriptors.py:32(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 descriptors.py:8(TargetDescriptor)
        1    0.000    0.000    0.000    0.000 det_curve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 det_curve.py:11(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 detection.py:131(DetectionAccuracy)
        1    0.000    0.000    0.000    0.000 detection.py:224(DetectionPrecision)
        1    0.000    0.000    0.000    0.000 detection.py:29(<module>)
        1    0.000    0.000    0.000    0.000 detection.py:299(DetectionRecall)
        1    0.000    0.000    0.000    0.000 detection.py:378(DetectionPrecisionRecallFMeasure)
        1    0.000    0.000    0.000    0.000 detection.py:43(DetectionErrorRate)
        1    0.000    0.000    0.000    0.000 detection.py:492(DetectionCostFunction)
        1    0.000    0.000    0.000    0.000 device_dtype_mixin.py:15(<module>)
        2    0.000    0.000    0.000    0.000 device_dtype_mixin.py:188(__update_properties)
       44    0.000    0.000    0.000    0.000 device_dtype_mixin.py:191(apply_fn)
        1    0.000    0.000    0.000    0.000 device_dtype_mixin.py:33(DeviceDtypeModuleMixin)
        1    0.000    0.000    0.000    0.000 device_dtype_mixin.py:36(__init__)
        3    0.000    0.000    0.000    0.000 device_dtype_mixin.py:50(device)
        2    0.000    0.000    0.002    0.001 device_dtype_mixin.py:60(to)
        1    0.000    0.000    0.039    0.039 device_parser.py:14(<module>)
        1    0.000    0.000    0.000    0.000 device_stats_monitor.py:14(<module>)
        1    0.000    0.000    0.000    0.000 device_stats_monitor.py:30(DeviceStatsMonitor)
        1    0.000    0.000    0.000    0.000 dia.py:5(<module>)
        2    0.000    0.000    0.003    0.001 dialogs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dialogs.py:28(Dialog)
        1    0.000    0.000  489.947  489.947 diarization.py:1(<module>)
       54    0.001    0.000    0.165    0.003 diarization.py:107(speaker_count)
       54    0.001    0.000    0.221    0.004 diarization.py:154(to_annotation)
        1    0.000    0.000    0.000    0.000 diarization.py:173(GreedyDiarizationErrorRate)
       54    0.040    0.001    0.183    0.003 diarization.py:186(to_diarization)
       54    0.001    0.000    0.408    0.008 diarization.py:19(join_wav_file)
        1    0.000    0.000    0.000    0.000 diarization.py:23(<module>)
        1    0.000    0.000    0.128    0.128 diarization.py:29(<module>)
       54    0.001    0.000  479.133    8.873 diarization.py:29(diarization)
        1    0.000    0.000    0.000    0.000 diarization.py:294(JaccardErrorRate)
        1    0.000    0.000    0.000    0.000 diarization.py:34(SpeakerDiarizationMixin)
       54    0.000    0.000    0.000    0.000 diarization.py:37(set_num_speakers)
        1    0.000    0.000    0.000    0.000 diarization.py:447(DiarizationPurity)
       27    0.001    0.000  479.551   17.761 diarization.py:49(varify)
        1    0.000    0.000    0.000    0.000 diarization.py:50(DiarizationErrorRate)
        1    0.000    0.000    0.000    0.000 diarization.py:524(DiarizationCoverage)
        1    0.000    0.000    0.000    0.000 diarization.py:568(DiarizationPurityCoverageFMeasure)
        1    0.000    0.000    0.000    0.000 diarization.py:695(DiarizationHomogeneity)
       53    0.000    0.000    0.001    0.000 diarization.py:72(download)
        1    0.000    0.000    0.000    0.000 diarization.py:770(DiarizationCompleteness)
        1    0.001    0.001  479.793  479.793 diarization.py:81(main)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:106(SpeakerConfusionRate)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:112(FalseAlarmRate)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:118(MissedDetectionRate)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:124(OptimalDiarizationErrorRate)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:214(OptimalDiarizationErrorRateThreshold)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:228(OptimalSpeakerConfusionRate)
        1    0.000    0.000    0.001    0.001 diarization_error_rate.py:23(<module>)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:24(<module>)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:240(OptimalFalseAlarmRate)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:252(OptimalMissedDetectionRate)
        1    0.000    0.000    0.000    0.000 diarization_error_rate.py:34(DiarizationErrorRate)
        2    0.000    0.000    0.000    0.000 dice.py:14(<module>)
        1    0.000    0.000    0.000    0.000 dice.py:26(Dice)
        1    0.000    0.000    0.000    0.000 dict.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dictconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dictconfig.py:57(DictConfig)
        1    0.000    0.000    0.003    0.003 diff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 diff.py:233(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 diff.py:250(DiffParser)
        1    0.000    0.000    0.000    0.000 diff.py:517(_NodesTreeNode)
        1    0.000    0.000    0.000    0.000 diff.py:592(_NodesTree)
        1    0.000    0.000    0.000    0.000 differential.py:19(DifferentialStyle)
        1    0.000    0.000    0.000    0.000 differential.py:3(<module>)
        1    0.000    0.000    0.000    0.000 differential.py:50(DifferentialStyleList)
        1    0.000    0.000    0.000    0.000 differential.py:62(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 digraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 digraph.py:21(_CachedPropertyResetterAdjAndSucc)
        1    0.000    0.000    0.000    0.000 digraph.py:48(_CachedPropertyResetterPred)
        1    0.000    0.000    0.000    0.000 digraph.py:70(DiGraph)
        1    0.000    0.000    0.000    0.000 digraphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dimension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dimension.py:23(Dimension)
        1    0.000    0.000    0.000    0.000 dimension.py:41(__init__)
        1    0.000    0.000    0.000    0.000 dimension.py:85(exact)
        1    0.000    0.000    0.000    0.000 dimensions.py:121(ColumnDimension)
        1    0.000    0.000    0.000    0.000 dimensions.py:185(DimensionHolder)
        2    0.000    0.000    0.000    0.000 dimensions.py:190(__init__)
        1    0.000    0.000    0.000    0.000 dimensions.py:246(SheetFormatProperties)
        1    0.000    0.000    0.000    0.000 dimensions.py:26(Dimension)
        2    0.000    0.000    0.000    0.000 dimensions.py:260(__init__)
        1    0.000    0.000    0.000    0.000 dimensions.py:282(SheetDimension)
        3    0.000    0.000    0.000    0.000 dimensions.py:288(__init__)
        3    0.000    0.000    0.000    0.000 dimensions.py:294(boundaries)
        1    0.000    0.000    0.001    0.001 dimensions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dimensions.py:65(RowDimension)
        1    0.000    0.000    0.000    0.000 dinitz_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 diou_loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dir2.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dircache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dircache.py:27(__init__)
        1    0.000    0.000    0.000    0.000 dircache.py:6(DirCache)
        1    0.000    0.000    0.000    0.000 directed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:16(_Dirichlet)
        1    0.000    0.000    0.000    0.000 dirichlet.py:30(Dirichlet)
        1    0.000    0.000    0.000    0.000 discovery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 disjoint_paths.py:1(<module>)
        1    0.000    0.000    0.007    0.007 disk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1081(LiftedCode)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1220(LiftedLoop)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1225(LiftedWith)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1258(ObjModeLiftedWith)
       13    0.000    0.000    0.000    0.000 dispatcher.py:1322(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:173(_GeneratedFunctionCompiler)
        1    0.000    0.000    0.000    0.000 dispatcher.py:215(CompilingCounter)
       18    0.000    0.000    0.000    0.000 dispatcher.py:220(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:237(_DispatcherBase)
       18    0.000    0.000    0.001    0.000 dispatcher.py:244(__init__)
       22    0.000    0.000    0.000    0.000 dispatcher.py:263(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(_RetargetStack)
       18    0.000    0.000    0.000    0.000 dispatcher.py:295(_make_finalizer)
        1    0.000    0.000    0.000    0.000 dispatcher.py:37(TargetConfigurationStack)
        1    0.000    0.000    0.059    0.059 dispatcher.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:71(OmittedArg)
       18    0.000    0.000    0.000    0.000 dispatcher.py:721(__repr__)
        4    0.000    0.000    0.000    0.000 dispatcher.py:76(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:763(_MemoMixin)
        1    0.000    0.000    0.000    0.000 dispatcher.py:792(Dispatcher)
       18    0.000    0.000    0.039    0.002 dispatcher.py:807(__init__)
       16    0.000    0.000    0.004    0.000 dispatcher.py:862(enable_caching)
        1    0.000    0.000    0.000    0.000 dispatcher.py:87(_FunctionCompiler)
       18    0.000    0.000    0.001    0.000 dispatcher.py:88(__init__)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        4    0.000    0.000    0.003    0.001 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1083(Video)
        1    0.000    0.000    0.000    0.000 display.py:17(Audio)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.001    0.001 display.py:2(<module>)
        1    0.000    0.000    0.000    0.000 display.py:259(IFrame)
        1    0.000    0.000    0.001    0.001 display.py:26(DisplayMagics)
        1    0.000    0.000    0.000    0.000 display.py:274(DisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:301(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 display.py:344(VimeoVideo)
        1    0.000    0.000    0.000    0.000 display.py:353(ScribdDocument)
        1    0.000    0.000    0.000    0.000 display.py:369(FileLink)
        1    0.000    0.000    0.000    0.000 display.py:391(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:409(Pretty)
        1    0.000    0.000    0.000    0.000 display.py:415(HTML)
        3    0.000    0.000    0.000    0.000 display.py:42(__getattr__)
        1    0.000    0.000    0.000    0.000 display.py:435(FileLinks)
        1    0.000    0.000    0.000    0.000 display.py:446(Markdown)
        1    0.000    0.000    0.000    0.000 display.py:452(Math)
        1    0.000    0.000    0.000    0.000 display.py:462(Latex)
        1    0.000    0.000    0.000    0.000 display.py:468(SVG)
        1    0.000    0.000    0.000    0.000 display.py:506(ProgressBar)
        1    0.000    0.000    0.000    0.000 display.py:564(JSON)
        1    0.000    0.000    0.000    0.000 display.py:629(Code)
        1    0.000    0.000    0.000    0.000 display.py:648(GeoJSON)
        1    0.000    0.000    0.000    0.000 display.py:717(Javascript)
        1    0.000    0.000    0.000    0.000 display.py:809(Image)
        1    0.000    0.000    0.000    0.000 display_functions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 display_functions.py:329(DisplayHandle)
        1    0.000    0.000    0.000    0.000 display_functions.py:37(_Sentinel)
        1    0.000    0.000    0.000    0.000 display_trap.py:2(<module>)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        1    0.000    0.000    0.000    0.000 displayhook.py:2(<module>)
        1    0.000    0.000    0.000    0.000 displayhook.py:23(DisplayHook)
        1    0.000    0.000    0.000    0.000 displayhook.py:320(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 displaypub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 displaypub.py:126(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 displaypub.py:32(DisplayPublisher)
        2    0.000    0.000    0.006    0.003 distance.py:1(<module>)
